apno,aptype,issued,value
REP19-9485323,REPAIR,2019-07-29T00:00:00.000,1000
REP19-9485047,REPAIR,2019-07-29T00:00:00.000,15500
REP18-9466310,REPAIR,2018-11-14T00:00:00.000,5800
REP18-9466345,REPAIR,2018-11-14T00:00:00.000,5000
REP18-9465647,REPAIR,2018-11-14T00:00:00.000,65357
REP18-9466350,REPAIR,2018-11-14T00:00:00.000,3300
REP18-9466263,REPAIR,2018-11-13T00:00:00.000,8500
REP18-9466277,REPAIR,2018-11-13T00:00:00.000,14000
REP18-9466216,REPAIR,2018-11-12T00:00:00.000,3500
REP18-9466199,REPAIR,2018-11-12T00:00:00.000,2350
REP18-9466183,REPAIR,2018-11-09T00:00:00.000,40000
REP18-9466140,REPAIR,2018-11-09T00:00:00.000,33411
REP18-9466064,REPAIR,2018-11-08T00:00:00.000,8600
REP18-9466113,REPAIR,2018-11-08T00:00:00.000,10000
REP18-9466035,REPAIR,2018-11-07T00:00:00.000,19235
REP18-9466024,REPAIR,2018-11-07T00:00:00.000,9700
REP18-9465969,REPAIR,2018-11-06T00:00:00.000,16700
REP18-9465906,REPAIR,2018-11-05T00:00:00.000,1200
REP18-9465814,REPAIR,2018-11-02T00:00:00.000,3395
REP18-9465740,REPAIR,2018-11-01T00:00:00.000,13750
GC18-9465179,GC,2018-11-01T00:00:00.000,8000
REP18-9465748,REPAIR,2018-11-01T00:00:00.000,6250
REP18-9465711,REPAIR,2018-10-31T00:00:00.000,22155
REP18-9465709,REPAIR,2018-10-31T00:00:00.000,6044
REP18-9465674,REPAIR,2018-10-31T00:00:00.000,5000
GC18-9464653,GC,2018-10-30T00:00:00.000,11108
REP18-9465611,REPAIR,2018-10-30T00:00:00.000,9000
SWIM18-9461310,SWIM POOL,2018-10-29T00:00:00.000,33320
REP18-9465500,REPAIR,2018-10-26T00:00:00.000,1400
REP18-9465493,REPAIR,2018-10-26T00:00:00.000,1100
REP18-9465523,REPAIR,2018-10-26T00:00:00.000,2000
REP18-9465495,REPAIR,2018-10-26T00:00:00.000,10000
REP18-9465464,REPAIR,2018-10-25T00:00:00.000,3500
REP18-9465430,REPAIR,2018-10-25T00:00:00.000,20000
REP18-9465281,REPAIR,2018-10-23T00:00:00.000,12500
REP18-9465331,REPAIR,2018-10-23T00:00:00.000,3000
REP18-9465243,REPAIR,2018-10-22T00:00:00.000,8000
REP18-9465230,REPAIR,2018-10-22T00:00:00.000,3070
REP18-9465161,REPAIR,2018-10-22T00:00:00.000,19357
REP18-9465228,REPAIR,2018-10-22T00:00:00.000,14750
REP18-9465217,REPAIR,2018-10-22T00:00:00.000,8583
REP18-9465175,REPAIR,2018-10-22T00:00:00.000,19000
FEND18-9459464,FENDRIVE,2018-10-18T00:00:00.000,1000
FEND18-9458644,FENDRIVE,2018-08-03T00:00:00.000,3300
GC18-9456494,GC,2018-08-14T00:00:00.000,23359
GC18-9459300,GC,2018-08-27T00:00:00.000,1785
GC18-9461774,GC,2018-09-28T00:00:00.000,30000
FEND18-9458804,FENDRIVE,2018-08-08T00:00:00.000,6000
REP18-9461700,REPAIR,2018-09-18T00:00:00.000,11500
REP18-9460767,REPAIR,2018-08-28T00:00:00.000,6330
REP18-9451789,REPAIR,2018-06-04T00:00:00.000,700
REP18-9458881,REPAIR,2018-08-10T00:00:00.000,31211
REP18-9461502,REPAIR,2018-09-14T00:00:00.000,19500
REP18-9465011,REPAIR,2018-10-17T00:00:00.000,9500
REP18-9461747,REPAIR,2018-09-19T00:00:00.000,24800
REP18-9458201,REPAIR,2018-07-25T00:00:00.000,4000
REP18-9460618,REPAIR,2018-08-24T00:00:00.000,3700
REP18-9459246,REPAIR,2018-08-16T00:00:00.000,13000
REP18-9461348,REPAIR,2018-09-12T00:00:00.000,500
REP18-9460558,REPAIR,2018-08-23T00:00:00.000,3000
REP18-9463377,REPAIR,2018-10-03T00:00:00.000,14250
REP18-9462116,REPAIR,2018-09-27T00:00:00.000,1000
REP18-9461554,REPAIR,2018-09-17T00:00:00.000,12500
REP18-9460641,REPAIR,2018-08-24T00:00:00.000,46200
SIGN18-9459313,SIGN,2018-08-22T00:00:00.000,3500
REP18-9464392,REPAIR,2018-10-04T00:00:00.000,2000
REP18-9460788,REPAIR,2018-08-28T00:00:00.000,7500
REP18-9464700,REPAIR,2018-10-11T00:00:00.000,10000
REP18-9461493,REPAIR,2018-09-14T00:00:00.000,17007
REP18-9463294,REPAIR,2018-10-01T00:00:00.000,5000
REP18-9461609,REPAIR,2018-09-17T00:00:00.000,4100
REP18-9459050,REPAIR,2018-08-13T00:00:00.000,7500
REP18-9459278,REPAIR,2018-08-17T00:00:00.000,2000
REP18-9454771,REPAIR,2018-06-25T00:00:00.000,16900
REP18-9459303,REPAIR,2018-08-17T00:00:00.000,9000
REP18-9463234,REPAIR,2018-10-01T00:00:00.000,17600
REP18-9461400,REPAIR,2018-09-13T00:00:00.000,8200
REP18-9458884,REPAIR,2018-08-08T00:00:00.000,7500
REP18-9460730,REPAIR,2018-08-27T00:00:00.000,22000
REP18-9458516,REPAIR,2018-08-14T00:00:00.000,1850
REP18-9465025,REPAIR,2018-10-17T00:00:00.000,16000
REP18-9456724,REPAIR,2018-07-17T00:00:00.000,2500
REP18-9459503,REPAIR,2018-08-22T00:00:00.000,4040
REP18-9463289,REPAIR,2018-10-01T00:00:00.000,2500
REP18-9464501,REPAIR,2018-10-08T00:00:00.000,6000
REP18-9464979,REPAIR,2018-10-17T00:00:00.000,7000
REP18-9461212,REPAIR,2018-09-08T00:00:00.000,7500
REP18-9461439,REPAIR,2018-09-13T00:00:00.000,5400
REP18-9464932,REPAIR,2018-10-16T00:00:00.000,19030
REP18-9459336,REPAIR,2018-08-20T00:00:00.000,18550
REP18-9459377,REPAIR,2018-08-20T00:00:00.000,4000
REP18-9462103,REPAIR,2018-09-26T00:00:00.000,3475
REP18-9461533,REPAIR,2018-09-17T00:00:00.000,11800
REP18-9461639,REPAIR,2018-09-17T00:00:00.000,3200
REP18-9459247,REPAIR,2018-08-16T00:00:00.000,5000
REP18-9461492,REPAIR,2018-09-14T00:00:00.000,9500
REP18-9458678,REPAIR,2018-08-05T00:00:00.000,600
REP18-9463269,REPAIR,2018-10-03T00:00:00.000,500
REP18-9461589,REPAIR,2018-09-17T00:00:00.000,24690
REP18-9461754,REPAIR,2018-09-19T00:00:00.000,24500
REP18-9459216,REPAIR,2018-08-15T00:00:00.000,4720
REP18-9464993,REPAIR,2018-10-17T00:00:00.000,7900
REP18-9461787,REPAIR,2018-09-20T00:00:00.000,10000
REP18-9464393,REPAIR,2018-10-04T00:00:00.000,2808.97
REP18-9460655,REPAIR,2018-08-24T00:00:00.000,5000
REP18-9459190,REPAIR,2018-08-15T00:00:00.000,5800
REP18-9459293,REPAIR,2018-08-17T00:00:00.000,5000
REP18-9459363,REPAIR,2018-08-20T00:00:00.000,8500
REP18-9463360,REPAIR,2018-10-09T00:00:00.000,7950
REP18-9461481,REPAIR,2018-09-14T00:00:00.000,19840
REP18-9456637,REPAIR,2018-07-16T00:00:00.000,8500
REP18-9461558,REPAIR,2018-09-17T00:00:00.000,1500
REP18-9460842,REPAIR,2018-08-30T00:00:00.000,20640
REP18-9458518,REPAIR,2018-08-01T00:00:00.000,9000
REP18-9461420,REPAIR,2018-09-17T00:00:00.000,9850
REP18-9460938,REPAIR,2018-08-31T00:00:00.000,14500
REP18-9453529,REPAIR,2018-06-19T00:00:00.000,16820
REP18-9460993,REPAIR,2018-09-04T00:00:00.000,5000
REP18-9461095,REPAIR,2018-09-05T00:00:00.000,11500
REP18-9464900,REPAIR,2018-10-15T00:00:00.000,7200
REP18-9459338,REPAIR,2018-08-20T00:00:00.000,6500
REP18-9464933,REPAIR,2018-10-16T00:00:00.000,500
REP18-9461194,REPAIR,2018-09-07T00:00:00.000,68000
REP18-9460980,REPAIR,2018-09-04T00:00:00.000,19200
REP18-9461101,REPAIR,2018-09-05T00:00:00.000,8500
REP18-9461496,REPAIR,2018-09-14T00:00:00.000,500
REP18-9461979,REPAIR,2018-09-25T00:00:00.000,2500
REP18-9458779,REPAIR,2018-08-07T00:00:00.000,11000
REP18-9459435,REPAIR,2018-08-21T00:00:00.000,1000
REP18-9450959,REPAIR,2018-06-25T00:00:00.000,7650
REP18-9460968,REPAIR,2018-09-04T00:00:00.000,5000
REP18-9457987,REPAIR,2018-07-23T00:00:00.000,7500
REP18-9460937,REPAIR,2018-08-31T00:00:00.000,18000
REP18-9464663,REPAIR,2018-10-11T00:00:00.000,10500
REP18-9464989,REPAIR,2018-10-17T00:00:00.000,16000
REP18-9464394,REPAIR,2018-10-04T00:00:00.000,12500
SWIM18-9458600,SWIM POOL,2018-08-02T00:00:00.000,5000
REP18-9464590,REPAIR,2018-10-10T00:00:00.000,15859
REP18-9461443,REPAIR,2018-09-13T00:00:00.000,1400
REP18-9464807,REPAIR,2018-10-12T00:00:00.000,11850
REP18-9460834,REPAIR,2018-08-29T00:00:00.000,4500
REP18-9463202,REPAIR,2018-09-28T00:00:00.000,3000
REP18-9459097,REPAIR,2018-08-13T00:00:00.000,6960
REP18-9461590,REPAIR,2018-09-17T00:00:00.000,21942
REP18-9465056,REPAIR,2018-10-18T00:00:00.000,9600
REP18-9461349,REPAIR,2018-09-12T00:00:00.000,3000
REP18-9461188,REPAIR,2018-09-07T00:00:00.000,8500
REP18-9458942,REPAIR,2018-08-09T00:00:00.000,2707
REP18-9460774,REPAIR,2018-08-28T00:00:00.000,11300
REP18-9461490,REPAIR,2018-09-14T00:00:00.000,2300
REP18-9464430,REPAIR,2018-10-05T00:00:00.000,10000
REP18-9459215,REPAIR,2018-08-15T00:00:00.000,7925
REP18-9460541,REPAIR,2018-08-23T00:00:00.000,15000
REP18-9464801,REPAIR,2018-10-12T00:00:00.000,8000
REP18-9461397,REPAIR,2018-09-13T00:00:00.000,5000
REP18-9461414,REPAIR,2018-09-17T00:00:00.000,13000
REP19-9476066,REPAIR,2019-04-29T00:00:00.000,4400
REP19-9476020,REPAIR,2019-04-29T00:00:00.000,350
REP19-9475743,REPAIR,2019-04-22T00:00:00.000,100
REP19-9475742,REPAIR,2019-04-22T00:00:00.000,5000
REP18-9464974,REPAIR,2018-10-17T00:00:00.000,8250
REP18-9461355,REPAIR,2018-09-12T00:00:00.000,12400
REP18-9461951,REPAIR,2018-09-24T00:00:00.000,10000
REP18-9459410,REPAIR,2018-08-21T00:00:00.000,12975
REP18-9461155,REPAIR,2018-09-06T00:00:00.000,12000
SWIM18-9463378,SWIM POOL,2018-10-15T00:00:00.000,46000
REP18-9459518,REPAIR,2018-08-22T00:00:00.000,4000
REP18-9464982,REPAIR,2018-10-17T00:00:00.000,19200
REP18-9464789,REPAIR,2018-10-12T00:00:00.000,14172
REP18-9461517,REPAIR,2018-09-17T00:00:00.000,4000
REP18-9461106,REPAIR,2018-09-12T00:00:00.000,54711
REP18-9456846,REPAIR,2018-07-18T00:00:00.000,900
REP18-9461361,REPAIR,2018-09-12T00:00:00.000,6790
REP18-9463207,REPAIR,2018-09-28T00:00:00.000,600
REP18-9461612,REPAIR,2018-09-17T00:00:00.000,12000
REP18-9464724,REPAIR,2018-10-11T00:00:00.000,1600
REP18-9459456,REPAIR,2018-08-21T00:00:00.000,16875
REP18-9460775,REPAIR,2018-08-28T00:00:00.000,5500
REP18-9461831,REPAIR,2018-09-21T00:00:00.000,9450
REP18-9457990,REPAIR,2018-07-23T00:00:00.000,1000
REP18-9461082,REPAIR,2018-09-05T00:00:00.000,14000
151245,REPAIR,2010-02-24T00:00:00.000,0
151765,REPAIR,2010-03-11T00:00:00.000,21260
USE19-9485746,USE,2019-09-27T00:00:00.000,55000
REP19-9499024,REPAIR,2019-11-08T00:00:00.000,500
REP19-9498985,REPAIR,2019-11-08T00:00:00.000,10429
REP19-9498687,REPAIR,2019-10-31T00:00:00.000,4475
REP19-9498610,REPAIR,2019-10-30T00:00:00.000,9800
REP19-9498532,REPAIR,2019-10-28T00:00:00.000,16800
REP19-9498371,REPAIR,2019-10-24T00:00:00.000,11000
REP19-9497108,REPAIR,2019-10-18T00:00:00.000,18500
REP19-9496978,REPAIR,2019-10-16T00:00:00.000,500
REP19-9496707,REPAIR,2019-10-11T00:00:00.000,3200
REP19-9496614,REPAIR,2019-10-09T00:00:00.000,16500
REP19-9496573,REPAIR,2019-10-08T00:00:00.000,5000
REP19-9496548,REPAIR,2019-10-08T00:00:00.000,19000
REP19-9496496,REPAIR,2019-10-07T00:00:00.000,4000
REP19-9496418,REPAIR,2019-10-04T00:00:00.000,6000
REP19-9496402,REPAIR,2019-10-04T00:00:00.000,4500
REP19-9496175,REPAIR,2019-09-30T00:00:00.000,300
REP19-9496166,REPAIR,2019-09-30T00:00:00.000,10000
REP19-9494915,REPAIR,2019-09-25T00:00:00.000,14000
REP19-9488383,REPAIR,2019-09-13T00:00:00.000,1400
REP19-9488365,REPAIR,2019-09-11T00:00:00.000,1000
REP19-9487270,REPAIR,2019-09-10T00:00:00.000,7635
REP19-9487020,REPAIR,2019-09-04T00:00:00.000,9925
REP19-9487005,REPAIR,2019-09-04T00:00:00.000,3850
REP19-9486996,REPAIR,2019-09-04T00:00:00.000,19925
REP19-9486960,REPAIR,2019-09-04T00:00:00.000,1000
REP19-9486877,REPAIR,2019-09-03T00:00:00.000,14000
REP19-9486871,REPAIR,2019-08-31T00:00:00.000,18200
REP19-9486772,REPAIR,2019-08-29T00:00:00.000,3500
REP19-9486724,REPAIR,2019-08-28T00:00:00.000,10174
REP19-9486695,REPAIR,2019-08-27T00:00:00.000,8775
REP19-9486550,REPAIR,2019-08-23T00:00:00.000,16500
REP19-9486376,REPAIR,2019-08-20T00:00:00.000,10000
REP19-9486159,REPAIR,2019-08-15T00:00:00.000,19920
REP19-9486026,REPAIR,2019-08-13T00:00:00.000,8000
REP19-9486020,REPAIR,2019-08-13T00:00:00.000,11500
REP19-9485920,REPAIR,2019-08-09T00:00:00.000,23700
REP19-9485850,REPAIR,2019-08-08T00:00:00.000,19900
REP19-9485697,REPAIR,2019-08-06T00:00:00.000,3500
REP19-9485684,REPAIR,2019-08-06T00:00:00.000,3000
REP19-9485618,REPAIR,2019-08-05T00:00:00.000,11500
REP19-9485401,REPAIR,2019-07-31T00:00:00.000,1000
REP19-9485346,REPAIR,2019-07-29T00:00:00.000,16049
REP19-9485233,REPAIR,2019-07-26T00:00:00.000,2000
REP19-9485185,REPAIR,2019-07-25T00:00:00.000,19250
REP19-9485174,REPAIR,2019-07-25T00:00:00.000,7500
REP19-9485162,REPAIR,2019-07-25T00:00:00.000,4000
GC19-9475863,GC,2019-07-24T00:00:00.000,145000
REP19-9484588,REPAIR,2019-07-15T00:00:00.000,12000
REP19-9484202,REPAIR,2019-07-08T00:00:00.000,4100
GS19-9473971,GARSHED,2019-07-03T00:00:00.000,10000
REP19-9483010,REPAIR,2019-07-01T00:00:00.000,12720
REP19-9483003,REPAIR,2019-07-01T00:00:00.000,3000
REP19-9482960,REPAIR,2019-07-01T00:00:00.000,8500
REP19-9479756,REPAIR,2019-06-28T00:00:00.000,3890
REP19-9479766,REPAIR,2019-06-26T00:00:00.000,15000
REP19-9479712,REPAIR,2019-06-25T00:00:00.000,18400
REP19-9479686,REPAIR,2019-06-24T00:00:00.000,19000
REP19-9479629,REPAIR,2019-06-24T00:00:00.000,15000
REP19-9477717,REPAIR,2019-06-24T00:00:00.000,33975
REP19-9479412,REPAIR,2019-06-19T00:00:00.000,32374
REP19-9479392,REPAIR,2019-06-18T00:00:00.000,2500
REP19-9479359,REPAIR,2019-06-17T00:00:00.000,45000
REP19-9479350,REPAIR,2019-06-17T00:00:00.000,4000
REP19-9478149,REPAIR,2019-06-12T00:00:00.000,19981
REP19-9478096,REPAIR,2019-06-11T00:00:00.000,15403
REP19-9478095,REPAIR,2019-06-11T00:00:00.000,1000
REP19-9478022,REPAIR,2019-06-10T00:00:00.000,40000
REP19-9477868,REPAIR,2019-06-06T00:00:00.000,12000
REP19-9477238,REPAIR,2019-06-05T00:00:00.000,22500
REP19-9477757,REPAIR,2019-06-04T00:00:00.000,11300
REP19-9477634,REPAIR,2019-06-03T00:00:00.000,10000
REP19-9477338,REPAIR,2019-05-24T00:00:00.000,17900
REP19-9477301,REPAIR,2019-05-24T00:00:00.000,5580
REP19-9477219,REPAIR,2019-05-22T00:00:00.000,15000
REP19-9477178,REPAIR,2019-05-22T00:00:00.000,10000
REP19-9476847,REPAIR,2019-05-16T00:00:00.000,15000
REP19-9476793,REPAIR,2019-05-15T00:00:00.000,11375
REP19-9476641,REPAIR,2019-05-10T00:00:00.000,18000
REP19-9476623,REPAIR,2019-05-10T00:00:00.000,25000
REP19-9476622,REPAIR,2019-05-10T00:00:00.000,10000
REP19-9476615,REPAIR,2019-05-10T00:00:00.000,3000
REP19-9476596,REPAIR,2019-05-10T00:00:00.000,8000
REP19-9476531,REPAIR,2019-05-08T00:00:00.000,17800
REP19-9476360,REPAIR,2019-05-06T00:00:00.000,19500
REP19-9476256,REPAIR,2019-05-02T00:00:00.000,8000
REP19-9475892,REPAIR,2019-04-24T00:00:00.000,7200
REP19-9475884,REPAIR,2019-04-24T00:00:00.000,1200
REP19-9475846,REPAIR,2019-04-24T00:00:00.000,15500
REP19-9475738,REPAIR,2019-04-22T00:00:00.000,19565
REP19-9475673,REPAIR,2019-04-22T00:00:00.000,18500
REP19-9474021,REPAIR,2019-04-12T00:00:00.000,8825
REP19-9475398,REPAIR,2019-04-12T00:00:00.000,3000
REP19-9475332,REPAIR,2019-04-11T00:00:00.000,2600
REP19-9475191,REPAIR,2019-04-10T00:00:00.000,40000
REP19-9475201,REPAIR,2019-04-09T00:00:00.000,51777.44
REP19-9473531,REPAIR,2019-03-25T00:00:00.000,19000
REP19-9473525,REPAIR,2019-03-25T00:00:00.000,16600
REP19-9472511,REPAIR,2019-03-25T00:00:00.000,18000
REP19-9472498,REPAIR,2019-03-24T00:00:00.000,10500
REP19-9472370,REPAIR,2019-03-20T00:00:00.000,8800
REP19-9472276,REPAIR,2019-03-19T00:00:00.000,19000
REP19-9472234,REPAIR,2019-03-18T00:00:00.000,2500
REP19-9472114,REPAIR,2019-03-14T00:00:00.000,5000
REP19-9472110,REPAIR,2019-03-13T00:00:00.000,8000
REP19-9471927,REPAIR,2019-03-08T00:00:00.000,13000
REP19-9471805,REPAIR,2019-03-05T00:00:00.000,10000
REP19-9471586,REPAIR,2019-02-26T00:00:00.000,5000
REP19-9471461,REPAIR,2019-02-22T00:00:00.000,6600
REP19-9471331,REPAIR,2019-02-19T00:00:00.000,17799
GC18-9464896,GC,2019-02-05T00:00:00.000,17500
REP19-9470841,REPAIR,2019-02-04T00:00:00.000,17000
REP19-9470842,REPAIR,2019-02-04T00:00:00.000,13300
REP19-9470161,REPAIR,2019-01-09T00:00:00.000,13000
REP18-9468830,REPAIR,2019-01-09T00:00:00.000,20000
REP19-9470019,REPAIR,2019-01-04T00:00:00.000,13950
REP19-9470016,REPAIR,2019-01-04T00:00:00.000,15000
REP19-9468974,REPAIR,2019-01-03T00:00:00.000,17890
REP19-9468935,REPAIR,2019-01-03T00:00:00.000,15000
REP18-9468880,REPAIR,2018-12-29T00:00:00.000,12500
REP18-9455409,REPAIR,2018-12-20T00:00:00.000,15750
REP18-9467504,REPAIR,2018-12-20T00:00:00.000,5600
REP18-9467497,REPAIR,2018-12-14T00:00:00.000,10900
REP18-9467087,REPAIR,2018-12-07T00:00:00.000,12500
REP18-9467042,REPAIR,2018-12-06T00:00:00.000,24535
REP17-9434028,REPAIR,2018-12-04T00:00:00.000,569333
REP18-9466890,REPAIR,2018-12-03T00:00:00.000,800
REP18-9466809,REPAIR,2018-11-29T00:00:00.000,12750
REP18-9466775,REPAIR,2018-11-28T00:00:00.000,4144
GC18-9456558,GC,2018-11-26T00:00:00.000,130000
REP18-9466738,REPAIR,2018-11-27T00:00:00.000,12000
REP18-9464913,REPAIR,2018-11-15T00:00:00.000,19500
REP18-9466360,REPAIR,2018-11-15T00:00:00.000,4500
REP18-9466296,REPAIR,2018-11-14T00:00:00.000,18000
REP18-9466344,REPAIR,2018-11-14T00:00:00.000,9500
REP18-9466162,REPAIR,2018-11-09T00:00:00.000,208600
REP18-9466096,REPAIR,2018-11-08T00:00:00.000,3150
REP18-9466017,REPAIR,2018-11-07T00:00:00.000,13000
REP18-9465847,REPAIR,2018-11-05T00:00:00.000,14500
REP18-9465432,REPAIR,2018-10-25T00:00:00.000,10500
REP18-9465486,REPAIR,2018-10-25T00:00:00.000,1100
REP18-9465384,REPAIR,2018-10-24T00:00:00.000,12750
REP18-9465223,REPAIR,2018-10-22T00:00:00.000,8500
REP18-9465225,REPAIR,2018-10-22T00:00:00.000,2500
REP18-9465060,REPAIR,2018-10-18T00:00:00.000,4000
197183,REPAIR,2013-06-24T00:00:00.000,1100
184967,REPAIR,2012-09-05T00:00:00.000,1600
186879,REPAIR,2012-10-05T00:00:00.000,8600
206131,REPAIR,2014-02-27T00:00:00.000,1000
181180,REPAIR,2012-05-31T00:00:00.000,2000
183155,REPAIR,2012-07-09T00:00:00.000,3000
205912,REPAIR,2014-02-19T00:00:00.000,16000
206091,REPAIR,2014-02-26T00:00:00.000,1000
195824,REPAIR,2013-05-22T00:00:00.000,11200
201658,REPAIR,2013-10-11T00:00:00.000,4380
183143,REPAIR,2012-07-09T00:00:00.000,3200
202897,REPAIR,2013-11-11T00:00:00.000,11984
164131,REPAIR,2011-02-03T00:00:00.000,8600
201897,REPAIR,2013-10-17T00:00:00.000,13375
183168,REPAIR,2012-07-10T00:00:00.000,5775
194902,REPAIR,2013-05-06T00:00:00.000,9000
207060,REPAIR,2014-03-20T00:00:00.000,3000
187879,REPAIR,2012-11-02T00:00:00.000,1300
167741,REPAIR,2011-05-20T00:00:00.000,6323.04
153006,REPAIR,2010-04-16T00:00:00.000,4700
187284,REPAIR,2012-10-18T00:00:00.000,1600
REP16-9418666,REPAIR,2016-06-21T00:00:00.000,18900
REP16-9422698,REPAIR,2016-10-05T00:00:00.000,6970
REP17-9430161,REPAIR,2017-04-17T00:00:00.000,500
224059,REPAIR,2015-06-08T00:00:00.000,5000
223659,REPAIR,2015-05-29T00:00:00.000,2250
REP17-9431733,REPAIR,2017-05-01T00:00:00.000,4000
213713,REPAIR,2014-09-02T00:00:00.000,300
REP16-9416785,REPAIR,2016-04-29T00:00:00.000,6183
REP16-9416211,REPAIR,2016-04-15T00:00:00.000,11382
REP16-9418902,REPAIR,2016-06-27T00:00:00.000,3600
REP16-9421217,REPAIR,2016-08-30T00:00:00.000,2500
REP16-9417681,REPAIR,2016-05-23T00:00:00.000,10900
REP16-9416526,REPAIR,2016-04-25T00:00:00.000,11700
REP17-9429491,REPAIR,2017-04-13T00:00:00.000,100000
REP16-9418320,REPAIR,2016-06-09T00:00:00.000,4000
REP16-9415887,REPAIR,2016-04-07T00:00:00.000,4000
221456,REPAIR,2015-04-10T00:00:00.000,1400
REP16-9418949,REPAIR,2016-06-27T00:00:00.000,10000
REP17-9430397,REPAIR,2017-04-21T00:00:00.000,1000
207844,REPAIR,2014-04-08T00:00:00.000,4000
REP16-9415993,REPAIR,2016-04-08T00:00:00.000,16500
REP16-9423847,REPAIR,2016-11-03T00:00:00.000,300
REP16-9421757,REPAIR,2016-09-14T00:00:00.000,500
REP16-9417095,REPAIR,2016-05-09T00:00:00.000,8500
REP16-9422101,REPAIR,2016-09-22T00:00:00.000,300
REP16-9417321,REPAIR,2016-05-13T00:00:00.000,15000
REP16-9419540,REPAIR,2016-07-14T00:00:00.000,1500
REP16-9422938,REPAIR,2016-10-11T00:00:00.000,14000
231563,REPAIR,2015-12-23T00:00:00.000,2000
REP16-9416897,REPAIR,2016-05-03T00:00:00.000,3300
REP16-9421525,REPAIR,2016-09-07T00:00:00.000,600
REP16-9419423,REPAIR,2016-07-12T00:00:00.000,3250
226144,REPAIR,2015-07-30T00:00:00.000,500
231551,REPAIR,2015-12-23T00:00:00.000,1500
REP17-9431544,REPAIR,2017-04-26T00:00:00.000,7500
216846,REPAIR,2014-11-14T00:00:00.000,9070
212754,REPAIR,2014-08-06T00:00:00.000,23749
REP16-9420865,REPAIR,2016-08-19T00:00:00.000,7500
REP17-9427177,REPAIR,2017-02-17T00:00:00.000,13408
REP16-9416855,REPAIR,2016-05-02T00:00:00.000,500
REP16-9418761,REPAIR,2016-06-22T00:00:00.000,8000
REP17-9427380,REPAIR,2017-02-23T00:00:00.000,18000
228018,REPAIR,2015-09-18T00:00:00.000,2000
215969,REPAIR,2014-10-27T00:00:00.000,6006
REP16-9421913,REPAIR,2016-09-19T00:00:00.000,11035
GC18-9453513,GC,2018-06-19T00:00:00.000,14050
REP16-9417479,REPAIR,2016-05-17T00:00:00.000,5200
REP16-9416242,REPAIR,2016-04-15T00:00:00.000,12300
GC16-9419084,GC,2017-04-03T00:00:00.000,1000
213781,REPAIR,2014-09-03T00:00:00.000,11984
223839,REPAIR,2015-06-03T00:00:00.000,3500
223782,REPAIR,2015-06-02T00:00:00.000,6000
223827,REPAIR,2015-06-03T00:00:00.000,7500
REP17-9431956,REPAIR,2017-05-04T00:00:00.000,16275
221504,REPAIR,2015-04-13T00:00:00.000,7520
227223,REPAIR,2015-08-27T00:00:00.000,15000
REP16-9417051,REPAIR,2016-05-06T00:00:00.000,2400
222720,REPAIR,2015-05-08T00:00:00.000,2000
REP16-9418688,REPAIR,2016-07-25T00:00:00.000,56785
REP16-9423279,REPAIR,2016-10-19T00:00:00.000,9400
REP17-9431799,REPAIR,2017-05-02T00:00:00.000,18000
REP17-9428389,REPAIR,2017-03-27T00:00:00.000,8500
224898,REPAIR,2015-06-29T00:00:00.000,3845
REP16-9418151,REPAIR,2016-06-06T00:00:00.000,9800
REP17-9429974,REPAIR,2017-04-11T00:00:00.000,2000
REP16-9425272,REPAIR,2016-12-12T00:00:00.000,10800
210518,REPAIR,2014-06-12T00:00:00.000,2500
REP17-9427785,REPAIR,2017-03-07T00:00:00.000,11675
REP16-9419790,REPAIR,2016-07-21T00:00:00.000,500
227546,REPAIR,2015-09-08T00:00:00.000,1600
REP16-9421327,REPAIR,2016-09-01T00:00:00.000,800
REP16-9415555,REPAIR,2016-03-29T00:00:00.000,5000
REP16-9422867,REPAIR,2016-10-10T00:00:00.000,19000
REP16-9418039,REPAIR,2016-06-01T00:00:00.000,4000
REP16-9417043,REPAIR,2016-05-06T00:00:00.000,7400
222148,REPAIR,2015-04-28T00:00:00.000,1500
REP17-9428098,REPAIR,2017-03-17T00:00:00.000,2500
REP16-9422516,REPAIR,2016-10-03T00:00:00.000,13025
222217,REPAIR,2015-04-30T00:00:00.000,1500
REP16-9424075,REPAIR,2016-11-09T00:00:00.000,2500
REP16-9416893,REPAIR,2016-05-03T00:00:00.000,14700
225823,REPAIR,2015-07-22T00:00:00.000,120
214652,REPAIR,2014-09-23T00:00:00.000,10000
REP16-9419012,REPAIR,2016-06-29T00:00:00.000,9900
REP17-9430317,REPAIR,2017-04-20T00:00:00.000,14000
222325,REPAIR,2015-05-04T00:00:00.000,9000
213566,REPAIR,2014-08-27T00:00:00.000,9355
REP17-9426362,REPAIR,2017-01-24T00:00:00.000,12760
REP16-9419842,REPAIR,2016-07-22T00:00:00.000,13200
REP16-9423400,REPAIR,2016-10-24T00:00:00.000,8000
REP16-9419632,REPAIR,2016-07-18T00:00:00.000,12500
REP16-9416699,REPAIR,2016-04-27T00:00:00.000,10000
REP16-9421691,REPAIR,2016-09-12T00:00:00.000,5200
REP17-9430128,REPAIR,2017-04-17T00:00:00.000,14000
REP17-9426409,REPAIR,2017-01-25T00:00:00.000,1500
224902,REPAIR,2015-06-30T00:00:00.000,16000
REP17-9431874,REPAIR,2017-05-03T00:00:00.000,250
